Iteration	Y	var_1	var_2	var_3	var_4	var_5	var_6	var_7	var_8	var_9	var_10	var_11	var_12	var_13	var_14	var_15	var_16	var_17	var_18	var_19	var_20	var_21	var_22	var_23	var_24	var_25	var_26	var_27	var_28	var_29	var_30	var_31	var_32	var_33	var_34	var_35	var_36	var_37	var_38	var_39	var_40	var_41	var_42	var_43	var_44	var_45	var_46	var_47	var_48	var_49	var_50	var_51
1.0	-486.86414556888155	0.20041881510838944	0.7600830713559023	0.8385758988604011	0.3389069070754802	0.4747319484868956	0.8926200929210596	0.9098818734555514	0.12739831094524912	0.06017601723346733	0.3626336917053763	0.39937665381068965	0.8050857160799194	0.07327321834844436	0.17507238295301808	0.9240504583757387	0.47527218091557555	0.20640542705776688	0.8615360939548178	0.7166044372180366	0.8364699409464108	0.7262948325581567	0.7650113849271529	0.9832312246226759	0.32084449934394765	0.18043559581585	0.46548301301359996	0.32156448143290317	0.6855735157701064	0.487015852486703	0.31030463655978424	0.8412521761816549	0.17625404016418134	0.5906147514575878	0.9275913574011098	0.941492516444742	0.19214633198506337	0.3156505474822049	0.7264137827022659	0.9384932012602426	0.6599352603481354	0.31265698279155474	0.8546004722764744	0.08294980719482692	0.6009115802097288	0.9003640983947807	0.32144602225059227	0.32953912367899374	0.6860332992048588	0.9991470942492928	0.625516000939232	1.0
2.0	-466.58451250925526	0.29948044789246075	0.17621276829657373	0.9323471885760344	0.6840046488300425	0.14748873699210696	0.28041013742617116	0.7444751753672483	0.3858695021115618	0.7614257777569662	0.5879151179849965	0.0716635902713807	0.29647969214392245	0.9240711623042267	0.694974574228196	0.32931062904679154	0.8603863934490784	0.9090569124047723	0.7901329688881717	0.6515469726194433	0.020889673520768537	0.42274061980847877	0.6637211088970347	0.39230600948005956	0.9916449354171514	0.48587041662276453	0.7862337768689012	0.3040232135192764	0.2071813755074553	0.12636939854623563	0.934676802844139	0.26319661199029676	0.9986055021558584	0.5708259136762328	0.3480387119901416	0.5364958563426169	0.12933447035953938	0.47628958772076935	0.7699772093501281	0.38846031450061846	0.6282007838366713	0.25105830664276907	0.29003926663353297	0.16125861290211985	0.3715473467570196	0.058203395208752284	0.6172282885761148	0.5442422963696728	0.9810190601136484	0.1271606154642323	0.9807086712117205	1.0
3.0	-501.76569871411203	0.5294690712278227	0.07030253793436003	0.7820533618711745	0.6343826268689952	0.29556609400252654	0.9552801045803535	0.41561811356415634	0.8739898129139173	0.539762967792424	0.34031552158314426	0.77501776259777	0.35117968233697927	0.8281559706322881	0.25728747453498124	0.34544768848840945	0.284592146678877	0.7779101757857839	0.7264198884087549	0.4012237318385985	0.35547799250912604	0.5685448344666768	0.06671305553338192	0.53515655311091	0.09685362418312893	0.09224366445479315	0.32319833811731147	0.9432731282099989	0.385150966543115	0.03651923898532805	0.8751825963572126	0.8986812786929831	0.7907284294957052	0.9982163933738032	0.21811869972642162	0.5749305428522388	0.31365529394623715	0.9304826278143818	0.2911162164864862	0.9433381094432763	0.9778834660691252	0.7537023345463162	0.10782039150905487	0.5012186276464415	0.8002439496829157	0.20802877902953731	0.27227631749827774	0.7144055875830686	0.4310228274818424	0.21265344612584913	0.4614691451151439	0.0
4.0	-484.331059263748	0.7362168783574425	0.4918894365897528	0.8487616995730963	0.07750952179867077	0.6571947023351694	0.2698964259378972	0.32026003038924433	0.08901299015392017	0.13052266980001237	0.9272842616059922	0.7292238994714833	0.9502308491040641	0.1776276801345864	0.21853573794358183	0.08894427012899941	0.6855644556773663	0.4567700590083359	0.10644315999723186	0.367085230011735	0.07199202584195075	0.9792507307557096	0.006630362052356342	0.18647751371217158	0.4007404525661509	0.1385774241238109	0.4245873651729315	0.3661561326426498	0.2007852683362351	0.8485035204551137	0.027103589254588334	0.4674427486351481	0.20065558220248358	0.7042364461740114	0.7366842158082338	0.8348737693966882	0.7122028104178686	0.27157935473236816	0.8601643808412001	0.168433568133454	0.30888670086785497	0.42095592490137224	0.6198789378026445	0.8011019777181698	0.8527979092927103	0.1904856335196916	0.5190829565183562	0.48800252085036255	0.4067171503891964	0.9075916238194063	0.033562084672215886	0.0
5.0	-489.6623504907015	0.09142820125757523	0.4713602450219143	0.7663446664230498	0.757024697713675	0.5424630741035336	0.8024719979696081	0.8617391571896955	0.31894047563907946	0.938970324429825	0.10170654794170453	0.020401296027986127	0.9116426461863053	0.3535938112429654	0.8986801541022083	0.4505353814809676	0.7035243749801157	0.8570684090214095	0.92796007159665	0.40348197673657604	0.7098420475655686	0.13339409683245262	0.8374782396886036	0.36344371596835334	0.8872378986556317	0.18142338791722357	0.2422654036902716	0.5465926294481811	0.8673061241299019	0.6768327246252781	0.7990613235968338	0.8641206987736723	0.05013221395714529	0.44860488996504955	0.4216792712380789	0.632228108796985	0.6674109349192665	0.05678432934871791	0.6998825206808504	0.761149128855934	0.2644205055885507	0.1865248246060891	0.13162785895010665	0.0059619925345132385	0.3389147513742782	0.1420505436860824	0.15497155196410084	0.8824631446737281	0.06317744937776293	0.8090918791191372	0.26480445451821166	1.0
6.0	-491.16005811897264	0.9004509082799319	0.36390077686745226	0.8078006809923401	0.741482966288351	0.2239148368776228	0.9359480166537365	0.4081893130857306	0.737937746413562	0.8022602531027009	0.8132454650117252	0.7986147385431238	0.6453987357806918	0.07567489011974537	0.42601227511016937	0.01228908350166813	0.8927642666994772	0.871056040666028	0.7054226271624137	0.3947444926980431	0.8403578474722594	0.6804472517842337	0.608437756083183	0.5823870374116071	0.489667617049384	0.529899239995219	0.48886510835417174	0.27259009420483893	0.06352231713716883	0.2614246283857312	0.3484042640639303	0.8956013929001974	0.786369492437332	0.69265682573253	0.25018102557344934	0.16367980687114825	0.45487997821956705	0.1991162730595788	0.4143032132751183	0.9912968202000768	0.8907679197494245	0.21394371373442067	0.0814642229915915	0.9775644656045859	0.36121512560546953	0.36704701170349907	0.40266050317090063	0.5991104878167715	0.05362927184199506	0.32984085669994656	0.4037274087155335	0.0
7.0	-451.76149234197044	0.5840042626583238	0.10745941817329491	0.7819938686327181	0.6483001957563527	0.28925455165568975	0.9686250492563675	0.4076617455743725	0.8669759792474346	0.5708084369287388	0.3974968944608267	0.7935417654280003	0.3921040692577058	0.7247289862262162	0.2706872752783231	0.301341493287878	0.3533377118600804	0.7878028008905598	0.7229281536277814	0.39465379743811796	0.42908574287987555	0.5861070690942645	0.1268540476879859	0.5449449290258249	0.12978680314812477	0.14218463941444082	0.3347004158378457	0.8677422527397268	0.3466417025630393	0.06468710797786557	0.8035937106920268	0.9132041739731899	0.7850996831829123	0.9665529217797802	0.21921650604295556	0.5202878698045617	0.33690296918392615	0.8420974885510679	0.2966431219341477	0.9630435796424305	0.9740139741522681	0.6922563675272988	0.09966802524561151	0.5723096666888919	0.7504240850906374	0.23283821468493435	0.28156071128285864	0.7031690549438571	0.3672400887152015	0.23041591418094937	0.4419766264581259	0.0
8.0	-511.613557380873	0.2059326806665398	0.1601380461868469	0.6540237197716767	0.6769165027105636	0.8896638540298282	0.124443068047148	0.7685520617931964	0.21304152786074904	0.588909042640613	0.668016384517233	0.24393546345923978	0.05220167724752656	0.5836278623655892	0.2543062121409432	0.16642242745437663	0.8911964752922187	0.3989635918964256	0.7018854102719895	0.7847634185757755	0.2790985958808233	0.22800780432224654	0.7342189886608743	0.7618630829644056	0.1670802388142879	0.43226043631074673	0.5248270517289878	0.4510200469102976	0.00631448669666923	0.18016458625513776	0.16589823562201045	0.5821114205314437	0.6415848934919557	0.6756797226056994	0.4040783105139547	0.4730237272976895	0.36949960268721627	0.6522260560746402	0.40343077850986153	0.4574034948200254	0.38688710859404374	0.7194626948261585	0.27814503308678884	0.3747818913175619	0.413134026045464	0.0740438382029125	0.6017280598861824	0.6437293939798067	0.48194606403130547	0.8348351973693021	0.38196126530670804	0.0
9.0	-489.475746361055	0.7919000696720836	0.7780539803080154	0.6659981624152913	0.07492344702963638	0.7179642741792289	0.9628304372928891	0.34458764269911435	0.9436419363535451	0.2545352288110563	0.82482690436113	0.29143588886331595	0.16147930359641605	0.2945897475297392	0.6882933764840152	0.736544375748956	0.16891517060827899	0.7084021947023296	0.18801166471500153	0.3418885165359159	0.6595111575118979	0.5877224457147608	0.8780238974232496	0.8865688395363788	0.4323002951087659	0.4885892038223911	0.9318919971779377	0.2566907144881595	0.6408784231569614	0.34153029625561704	0.5564298678238052	0.20875275580674435	0.6309609678133068	0.3263812318365946	0.7470081413200781	0.6209172714895975	0.10226997401058813	0.2927411825711548	0.8951739550569013	0.4346062510773212	0.39194301836828416	0.821387575528082	0.4466353756629393	0.29070121422592354	0.05745822501636766	0.48614816484990275	0.5127045864528146	0.7127798148647588	0.9112413689166903	0.27102325295970875	0.7183813851291755	0.0
10.0	-503.36026070473326	0.3148335418248924	0.5251522264958816	0.6598243482002891	0.5051980478139891	0.004990819234759192	0.2757133352826574	0.5309008573344489	0.27742305806913037	0.04444023144604625	0.8719707823249997	0.19115266632704797	0.36366757360345403	0.5252971769100234	0.805461731772822	0.4456885886025911	0.6888641418605417	0.7639496522689916	0.25793210805743716	0.46212471648293996	0.25208698314054545	0.6450438523926787	0.23351911222735777	0.7491029610016332	0.7084251724152604	0.5057943745817851	0.9561536071249702	0.844298583157919	0.8447854431088944	0.5543500424859844	0.4417116737501142	0.4626175390246964	0.802302852816653	0.48432255129286683	0.15571213061389588	0.7327602975045311	0.15298236424671907	0.29864652821028026	0.24327313619707402	0.9508108515211933	0.72867559898678	0.3239617381669083	0.2925344755471757	0.20100426400829519	0.1358759848681934	0.04371278639150311	0.4937438980853527	0.8009107083929903	0.32593420746089863	0.7427324245662338	0.25615492028161513	1.0
